player_name,season,team
MV Boucher,2008,Royal Challengers Bengaluru
MV Boucher,2009,Royal Challengers Bengaluru
MV Boucher,2010,Royal Challengers Bengaluru
MV Boucher,2011,Kolkata Knight Riders
MW Short,2023,Punjab Kings
Madhav Tiwari,2025,Delhi Capitals
Madhav Tiwari,2026,Delhi Capitals
Maheesh Theekshana,2022,Chennai Super Kings
Maheesh Theekshana,2025,Rajasthan Royals
Maheesh Theekshana,2026,Rajasthan Royals
Mahipal Lomror,2016,Delhi Capitals
Mahipal Lomror,2018,Rajasthan Royals
Mahipal Lomror,2022,Royal Challengers Bengaluru
Mahipal Lomror,2025,Gujarat Titans
Mahipal Lomror,2026,Gujarat Titans
Manan Ajay Sharma,2016,Kolkata Knight Riders
Manan Ajay Sharma,2026,Kolkata Knight Riders
Manan Vohra,2018,Royal Challengers Bengaluru
Manan Vohra,2019,Rajasthan Royals
Manan Vohra,2022,Lucknow Super Giants
Manan Vohra,2026,Lucknow Super Giants
Manav Suthar,2024,Gujarat Titans
Manav Suthar,2025,Gujarat Titans
Manav Suthar,2026,Gujarat Titans
Mandeep Hardev Singh,2014,Punjab Kings
Mandeep Hardev Singh,2026,Punjab Kings
Mandeep Singh,2010,Kolkata Knight Riders
Mandeep Singh,2011,Punjab Kings
Mandeep Singh,2012,Punjab Kings
Mandeep Singh,2013,Punjab Kings
Mandeep Singh,2014,Punjab Kings
Mandeep Singh,2015,Royal Challengers Bengaluru
Mandeep Singh,2017,Royal Challengers Bengaluru
Mandeep Singh,2018,Royal Challengers Bengaluru
Mandeep Singh,2019,Punjab Kings
Mandeep Singh,2020,Punjab Kings
Mandeep Singh,2021,Punjab Kings
Mandeep Singh,2022,Delhi Capitals
Mandeep Singh,2023,Kolkata Knight Riders
Mandeep Singh,2026,Kolkata Knight Riders
Mangesh Yadav,2026,Royal Challengers Bengaluru
Manish Pandey,2014,Kolkata Knight Riders
Manish Pandey,2018,Sunrisers Hyderabad
Manish Pandey,2022,Lucknow Super Giants
Manish Pandey,2023,Delhi Capitals
Manish Pandey,2024,Kolkata Knight Riders
Manish Pandey,2025,Kolkata Knight Riders
Manish Pandey,2026,Kolkata Knight Riders
Manjot Kalra,2018,Delhi Capitals
Manjot Kalra,2026,Delhi Capitals
Manoj Bhandage,2023,Royal Challengers Bengaluru
Manoj Bhandage,2025,Royal Challengers Bengaluru
Manoj Bhandage,2026,Royal Challengers Bengaluru
Manoj Tiwary,2014,Delhi Capitals
Manoj Tiwary,2017,Rising Pune Supergiant
Manoj Tiwary,2018,Punjab Kings
Manoj Tiwary,2026,Punjab Kings
Manpreet Gony,2013,Punjab Kings
Manpreet Gony,2017,Gujarat Lions
Manpreet Gony,2026,Gujarat Lions
Manprit Juneja,2014,Sunrisers Hyderabad
Manprit Juneja,2026,Sunrisers Hyderabad
Manvanth Kumar L,2025,Delhi Capitals
Manvanth Kumar L,2026,Delhi Capitals
Manvinder Bisla,2014,Kolkata Knight Riders
Manvinder Bisla,2026,Kolkata Knight Riders
Manzoor Dar,2018,Punjab Kings
Manzoor Dar,2026,Punjab Kings
Marchant De Lange,2014,Mumbai Indians
Marchant De Lange,2026,Mumbai Indians
Marco Jansen,2021,Mumbai Indians
Marco Jansen,2022,Sunrisers Hyderabad
Marco Jansen,2025,Punjab Kings
Marco Jansen,2026,Punjab Kings
Marcus Stoinis,2015,Delhi Capitals
Marcus Stoinis,2016,Punjab Kings
Marcus Stoinis,2018,Punjab Kings
Marcus Stoinis,2020,Delhi Capitals
Marcus Stoinis,2025,Punjab Kings
Marcus Stoinis,2026,Punjab Kings
Mark Wood,2018,Chennai Super Kings
Mark Wood,2022,Lucknow Super Giants
Mark Wood,2026,Lucknow Super Giants
Martin Guptill,2017,Punjab Kings
Martin Guptill,2019,Sunrisers Hyderabad
Martin Guptill,2026,Sunrisers Hyderabad
Mashrafe Mortaza,2009,Kolkata Knight Riders
Matheesha Pathirana,2026,Kolkata Knight Riders
Matt Henry,2014,Chennai Super Kings
Matt Henry,2017,Punjab Kings
Matt Henry,2026,Chennai Super Kings
Matthew Breetzke,2025,Lucknow Super Giants
Matthew Breetzke,2026,Lucknow Super Giants
Matthew Short,2026,Chennai Super Kings
Matthew Wade,2022,Gujarat Titans
Matthew Wade,2026,Gujarat Titans
Mayank Agarwal,2014,Delhi Capitals
Mayank Agarwal,2018,Punjab Kings
Mayank Agarwal,2023,Sunrisers Hyderabad
Mayank Agarwal,2026,Sunrisers Hyderabad
Mayank Dagar,2018,Punjab Kings
Mayank Dagar,2023,Sunrisers Hyderabad
Mayank Dagar,2024,Royal Challengers Bengaluru
Mayank Dagar,2026,Sunrisers Hyderabad
Mayank Markande,2018,Mumbai Indians
Mayank Markande,2022,Mumbai Indians
Mayank Markande,2023,Sunrisers Hyderabad
Mayank Markande,2025,Kolkata Knight Riders
Mayank Markande,2026,Kolkata Knight Riders
Mayank Rawat,2026,Mumbai Indians
Mayank Yadav,2022,Lucknow Super Giants
Mayank Yadav,2026,Lucknow Super Giants
Michael Clarke,2013,Pune Warriors India
Michael Clarke,2026,Pune Warriors India
Michael Hussey,2014,Mumbai Indians
Michael Hussey,2015,Chennai Super Kings
Michael Hussey,2026,Chennai Super Kings
Midhun S,2018,Rajasthan Royals
Midhun S,2026,Rajasthan Royals
Milind Kumar,2014,Delhi Capitals
Milind Kumar,2019,Royal Challengers Bengaluru
Milind Kumar,2026,Royal Challengers Bengaluru
Milind Tandon,2017,Rising Pune Supergiant
Milind Tandon,2026,Rising Pune Supergiant
Misbah-ul-Haq,2008,Royal Challengers Bengaluru
Mitchell Johnson,2014,Punjab Kings
Mitchell Johnson,2017,Mumbai Indians
Mitchell Johnson,2018,Kolkata Knight Riders
Mitchell Johnson,2026,Kolkata Knight Riders
Mitchell Marsh,2016,Rising Pune Supergiant
Mitchell Marsh,2020,Sunrisers Hyderabad
Mitchell Marsh,2022,Delhi Capitals
Mitchell Marsh,2025,Lucknow Super Giants
Mitchell Marsh,2026,Lucknow Super Giants
Mitchell McClenaghan,2015,Mumbai Indians
Mitchell McClenaghan,2026,Mumbai Indians
Mitchell Santner,2018,Chennai Super Kings
Mitchell Santner,2022,Chennai Super Kings
Mitchell Santner,2025,Mumbai Indians
Mitchell Santner,2026,Mumbai Indians
Mitchell Starc,2014,Royal Challengers Bengaluru
Mitchell Starc,2018,Kolkata Knight Riders
Mitchell Starc,2024,Kolkata Knight Riders
Mitchell Starc,2025,Delhi Capitals
Mitchell Starc,2026,Kolkata Knight Riders
Mithun Manhas,2014,Chennai Super Kings
Mithun Manhas,2026,Chennai Super Kings
Moeen Ali,2018,Royal Challengers Bengaluru
Moeen Ali,2021,Chennai Super Kings
Moeen Ali,2025,Kolkata Knight Riders
Moeen Ali,2026,Kolkata Knight Riders
Mohammad Ashraful,2009,Mumbai Indians
Mohammad Asif,2008,Delhi Capitals
Mohammad Hafeez,2008,Kolkata Knight Riders
Mohammad Izhar,2026,Mumbai Indians
Mohammad Nabi,2017,Sunrisers Hyderabad
Mohammad Nabi,2018,Sunrisers Hyderabad
Mohammad Nabi,2019,Sunrisers Hyderabad
Mohammad Nabi,2020,Sunrisers Hyderabad
Mohammad Nabi,2021,Sunrisers Hyderabad
Mohammad Nabi,2022,Kolkata Knight Riders
Mohammad Nabi,2024,Mumbai Indians
Mohammad Nabi,2026,Kolkata Knight Riders
Mohammad Shami,2014,Delhi Capitals
Mohammad Shami,2018,Delhi Capitals
Mohammad Shami,2019,Punjab Kings
Mohammad Shami,2022,Gujarat Titans
Mohammad Shami,2025,Sunrisers Hyderabad
Mohammad Shami,2026,Sunrisers Hyderabad
Mohammad Siraj,2025,Gujarat Titans
Mohammad Siraj,2026,Gujarat Titans
Mohammed Azharudeen,2021,Royal Challengers Bengaluru
Mohammed Azharudeen,2026,Royal Challengers Bengaluru
Mohammed Shami,2013,Kolkata Knight Riders
Mohammed Shami,2014,Delhi Capitals
Mohammed Shami,2016,Delhi Capitals
Mohammed Shami,2017,Delhi Capitals
Mohammed Shami,2018,Delhi Capitals
Mohammed Shami,2019,Punjab Kings
Mohammed Shami,2020,Punjab Kings
Mohammed Shami,2021,Punjab Kings
Mohammed Shami,2022,Gujarat Titans
Mohammed Shami,2023,Gujarat Titans
Mohammed Siraj,2017,Sunrisers Hyderabad
Mohammed Siraj,2018,Royal Challengers Bengaluru
Mohammed Siraj,2019,Royal Challengers Bengaluru
Mohammed Siraj,2020,Royal Challengers Bengaluru
Mohammed Siraj,2021,Royal Challengers Bengaluru
Mohammed Siraj,2022,Royal Challengers Bengaluru
Mohammed Siraj,2023,Royal Challengers Bengaluru
Mohammed Siraj,2024,Royal Challengers Bengaluru
Mohammed Siraj,2026,Royal Challengers Bengaluru
Mohd. Arshad Khan,2022,Mumbai Indians
Mohd. Arshad Khan,2024,Lucknow Super Giants
Mohd. Arshad Khan,2025,Gujarat Titans
Mohd. Arshad Khan,2026,Gujarat Titans
Mohit Rathee,2023,Punjab Kings
Mohit Rathee,2025,Royal Challengers Bengaluru
Mohit Rathee,2026,Royal Challengers Bengaluru
Mohit Sharma,2014,Chennai Super Kings
Mohit Sharma,2016,Punjab Kings
Mohit Sharma,2018,Punjab Kings
Mohit Sharma,2019,Chennai Super Kings
Mohit Sharma,2020,Delhi Capitals
Mohit Sharma,2023,Gujarat Titans
Mohit Sharma,2025,Delhi Capitals
Mohit Sharma,2026,Delhi Capitals
Mohsin Khan,2018,Mumbai Indians
Mohsin Khan,2020,Mumbai Indians
Mohsin Khan,2022,Lucknow Super Giants
Mohsin Khan,2023,Lucknow Super Giants
Mohsin Khan,2024,Lucknow Super Giants
Mohsin Khan,2026,Lucknow Super Giants
Moises Henriques,2013,Royal Challengers Bengaluru
Moises Henriques,2014,Sunrisers Hyderabad
Moises Henriques,2019,Punjab Kings
Moises Henriques,2021,Punjab Kings
Moises Henriques,2026,Punjab Kings
Monu Kumar,2020,Chennai Super Kings
Monu Singh,2018,Chennai Super Kings
Monu Singh,2026,Chennai Super Kings
Morne Morkel,2014,Kolkata Knight Riders
Morne Morkel,2026,Kolkata Knight Riders
Mujeeb Rahman,2024,Kolkata Knight Riders
Mujeeb Rahman,2026,Kolkata Knight Riders
Mujeeb Ur Rahman,2018,Punjab Kings
Mujeeb Ur Rahman,2019,Punjab Kings
Mujeeb Ur Rahman,2020,Punjab Kings
Mujeeb Ur Rahman,2021,Sunrisers Hyderabad
Mujeeb Zadran,2018,Punjab Kings
Mujeeb Zadran,2021,Sunrisers Hyderabad
Mujeeb Zadran,2026,Sunrisers Hyderabad
Mukesh Choudhary,2022,Chennai Super Kings
Mukesh Choudhary,2024,Chennai Super Kings
Mukesh Choudhary,2025,Chennai Super Kings
Mukesh Choudhary,2026,Chennai Super Kings
Mukesh Kumar,2023,Delhi Capitals
Mukesh Kumar,2024,Delhi Capitals
Mukesh Kumar,2025,Delhi Capitals
Mukesh Kumar,2026,Delhi Capitals
Mukul Choudhary,2026,Lucknow Super Giants
Munaf Patel,2017,Gujarat Lions
Munaf Patel,2026,Gujarat Lions
Murali Kartik,2014,Punjab Kings
Murali Kartik,2026,Punjab Kings
Murali Vijay,2014,Delhi Capitals
Murali Vijay,2015,Punjab Kings
Murali Vijay,2018,Chennai Super Kings
Murali Vijay,2026,Chennai Super Kings
Murugan Ashwin,2022,Mumbai Indians
Murugan Ashwin,2023,Rajasthan Royals
Murugan Ashwin,2026,Rajasthan Royals
Musheer Khan,2025,Punjab Kings
Musheer Khan,2026,Punjab Kings
Mustafizur Rahman,2016,Sunrisers Hyderabad
Mustafizur Rahman,2017,Sunrisers Hyderabad
Mustafizur Rahman,2018,Mumbai Indians
Mustafizur Rahman,2021,Rajasthan Royals
Mustafizur Rahman,2022,Delhi Capitals
Mustafizur Rahman,2023,Delhi Capitals
Mustafizur Rahman,2024,Chennai Super Kings
Mustafizur Rahman,2026,Kolkata Knight Riders
Muttiah Muralitharan,2014,Royal Challengers Bengaluru
Muttiah Muralitharan,2026,Royal Challengers Bengaluru
N Burger,2024,Rajasthan Royals
N Jagadeesan,2018,Chennai Super Kings
N Jagadeesan,2020,Chennai Super Kings
N Jagadeesan,2022,Chennai Super Kings
N Jagadeesan,2023,Kolkata Knight Riders
N Jagadeesan,2026,Chennai Super Kings
N Pooran,2019,Punjab Kings
N Pooran,2020,Punjab Kings
N Pooran,2021,Punjab Kings
N Pooran,2022,Sunrisers Hyderabad
N Pooran,2023,Lucknow Super Giants
N Pooran,2024,Lucknow Super Giants
N Rana,2016,Mumbai Indians
N Rana,2017,Mumbai Indians
N Rana,2018,Kolkata Knight Riders
N Rana,2019,Kolkata Knight Riders
N Rana,2020,Kolkata Knight Riders
N Rana,2021,Kolkata Knight Riders
N Rana,2022,Kolkata Knight Riders
N Rana,2023,Kolkata Knight Riders
N Rana,2024,Kolkata Knight Riders
N Saini,2012,Punjab Kings
N Thushara,2024,Mumbai Indians
N Wadhera,2023,Mumbai Indians
N Wadhera,2024,Mumbai Indians
N. Jagadeesan,2022,Chennai Super Kings
N. Jagadeesan,2023,Kolkata Knight Riders
N. Jagadeesan,2026,Kolkata Knight Riders
N. Tilak Varma,2022,Mumbai Indians
N. Tilak Varma,2026,Mumbai Indians
NA Saini,2023,Rajasthan Royals
NB Singh,2017,Gujarat Lions
ND Doshi,2010,Royal Challengers Bengaluru
ND Doshi,2011,Rajasthan Royals
NJ Maddinson,2014,Royal Challengers Bengaluru
NJ Maddinson,2015,Royal Challengers Bengaluru
NJ Rimmington,2011,Punjab Kings
NK Patel,2008,Rajasthan Royals
NK Patel,2009,Rajasthan Royals
NL McCullum,2011,Pune Warriors
NLTC Perera,2010,Chennai Super Kings
NLTC Perera,2011,Kochi Tuskers Kerala
NLTC Perera,2012,Mumbai Indians
NLTC Perera,2013,Sunrisers Hyderabad
NLTC Perera,2015,Punjab Kings
NLTC Perera,2016,Rising Pune Supergiant
NM Coulter-Nile,2013,Mumbai Indians
NM Coulter-Nile,2014,Delhi Capitals
NM Coulter-Nile,2015,Delhi Capitals
NM Coulter-Nile,2016,Delhi Capitals
NM Coulter-Nile,2017,Kolkata Knight Riders
NM Coulter-Nile,2020,Mumbai Indians
NM Coulter-Nile,2021,Mumbai Indians
NM Coulter-Nile,2022,Rajasthan Royals
NS Naik,2016,Punjab Kings
NS Naik,2019,Kolkata Knight Riders
NS Naik,2020,Kolkata Knight Riders
NT Ellis,2021,Punjab Kings
NT Ellis,2022,Punjab Kings
NT Ellis,2023,Punjab Kings
NT Ellis,2024,Punjab Kings
NV Ojha,2009,Rajasthan Royals
NV Ojha,2010,Rajasthan Royals
NV Ojha,2011,Delhi Capitals
NV Ojha,2012,Delhi Capitals
NV Ojha,2013,Delhi Capitals
NV Ojha,2014,Sunrisers Hyderabad
NV Ojha,2015,Sunrisers Hyderabad
NV Ojha,2016,Sunrisers Hyderabad
NV Ojha,2017,Sunrisers Hyderabad
NV Ojha,2018,Delhi Capitals
Naman Dhir,2024,Mumbai Indians
Naman Dhir,2025,Mumbai Indians
Naman Dhir,2026,Mumbai Indians
Naman Ojha,2014,Sunrisers Hyderabad
Naman Ojha,2018,Delhi Capitals
Naman Ojha,2026,Delhi Capitals
Naman Tiwari,2026,Lucknow Super Giants
Nandre Burger,2024,Rajasthan Royals
Nandre Burger,2026,Rajasthan Royals
Nathan Coulter-Nile,2013,Mumbai Indians
Nathan Coulter-Nile,2014,Delhi Capitals
Nathan Coulter-Nile,2017,Kolkata Knight Riders
Nathan Coulter-Nile,2018,Royal Challengers Bengaluru
Nathan Coulter-Nile,2020,Mumbai Indians
Nathan Coulter-Nile,2021,Mumbai Indians
Nathan Coulter-Nile,2022,Rajasthan Royals
Nathan Coulter-Nile,2026,Rajasthan Royals
Nathan Ellis,2022,Punjab Kings
Nathan Ellis,2025,Chennai Super Kings
Nathan Ellis,2026,Chennai Super Kings
Nathan McCullum,2013,Sunrisers Hyderabad
Nathan McCullum,2026,Sunrisers Hyderabad
Nathu Singh,2016,Mumbai Indians
Nathu Singh,2017,Gujarat Lions
Nathu Singh,2019,Delhi Capitals
Nathu Singh,2026,Delhi Capitals
Navdeep Saini,2017,Delhi Capitals
Navdeep Saini,2018,Royal Challengers Bengaluru
Navdeep Saini,2019,Royal Challengers Bengaluru
Navdeep Saini,2020,Royal Challengers Bengaluru
Navdeep Saini,2021,Royal Challengers Bengaluru
Navdeep Saini,2022,Rajasthan Royals
Navdeep Saini,2023,Rajasthan Royals
Navdeep Saini,2026,Rajasthan Royals
Naveen Ul Haq,2023,Lucknow Super Giants
Naveen Ul Haq,2026,Lucknow Super Giants
Naveen-ul-Haq,2023,Lucknow Super Giants
Naveen-ul-Haq,2024,Lucknow Super Giants
Nehal Wadhera,2023,Mumbai Indians
Nehal Wadhera,2025,Punjab Kings
Nehal Wadhera,2026,Punjab Kings
Nic Maddinson,2014,Royal Challengers Bengaluru
Nic Maddinson,2026,Royal Challengers Bengaluru
Nicholas Pooran,2022,Sunrisers Hyderabad
Nicholas Pooran,2023,Lucknow Super Giants
Nicholas Pooran,2026,Lucknow Super Giants
Nicolas Pooran,2017,Mumbai Indians
Nicolas Pooran,2019,Punjab Kings
Nicolas Pooran,2026,Punjab Kings
Nidheesh M D Dinesan,2018,Mumbai Indians
Nidheesh M D Dinesan,2026,Mumbai Indians
Nikhil Shankar Naik,2015,Punjab Kings
Nikhil Shankar Naik,2019,Kolkata Knight Riders
Nikhil Shankar Naik,2020,Kolkata Knight Riders
Nikhil Shankar Naik,2026,Kolkata Knight Riders
Nishant Sindhu,2023,Chennai Super Kings
Nishant Sindhu,2025,Gujarat Titans
Nishant Sindhu,2026,Gujarat Titans
Nithish Kumar Reddy,2023,Sunrisers Hyderabad
Nithish Kumar Reddy,2024,Sunrisers Hyderabad
Nitish Kumar Reddy,2023,Sunrisers Hyderabad
Nitish Kumar Reddy,2026,Sunrisers Hyderabad
Nitish Rana,2015,Mumbai Indians
Nitish Rana,2018,Kolkata Knight Riders
Nitish Rana,2022,Kolkata Knight Riders
Nitish Rana,2025,Rajasthan Royals
Nitish Rana,2026,Rajasthan Royals
Noor Ahmad,2022,Gujarat Titans
Noor Ahmad,2023,Gujarat Titans
Noor Ahmad,2024,Gujarat Titans
Noor Ahmad,2025,Chennai Super Kings
Noor Ahmad,2026,Gujarat Titans
Nuwan Thushara,2024,Mumbai Indians
Nuwan Thushara,2025,Royal Challengers Bengaluru
Nuwan Thushara,2026,Royal Challengers Bengaluru
O Thomas,2019,Rajasthan Royals
OA Shah,2010,Kolkata Knight Riders
OA Shah,2011,Kochi Tuskers Kerala
OA Shah,2012,Rajasthan Royals
OA Shah,2013,Rajasthan Royals
OC McCoy,2022,Rajasthan Royals
OC McCoy,2023,Rajasthan Royals
OF Smith,2022,Punjab Kings
Obed Mccoy,2022,Rajasthan Royals
Obed Mccoy,2026,Rajasthan Royals
Odean Smith,2022,Punjab Kings
Odean Smith,2023,Gujarat Titans
Odean Smith,2026,Gujarat Titans
Onkar Tarmale,2026,Sunrisers Hyderabad
Oshane Thomas,2019,Rajasthan Royals
Oshane Thomas,2020,Rajasthan Royals
Oshane Thomas,2026,Rajasthan Royals
P Amarnath,2008,Chennai Super Kings
P Awana,2012,Punjab Kings
P Awana,2013,Punjab Kings
P Awana,2014,Punjab Kings
P Chopra,2018,Rajasthan Royals
P Dogra,2010,Rajasthan Royals
P Dogra,2012,Punjab Kings
P Dogra,2013,Kolkata Knight Riders
P Dubey,2020,Delhi Capitals
P Dubey,2023,Delhi Capitals
P Kumar,2008,Royal Challengers Bengaluru
P Kumar,2009,Royal Challengers Bengaluru
P Kumar,2010,Royal Challengers Bengaluru
P Kumar,2011,Punjab Kings
P Kumar,2012,Punjab Kings
P Kumar,2013,Punjab Kings
P Kumar,2014,Mumbai Indians
P Kumar,2015,Sunrisers Hyderabad
P Kumar,2016,Gujarat Lions
P Kumar,2017,Gujarat Lions
P Negi,2012,Delhi Capitals
P Negi,2013,Delhi Capitals
P Negi,2014,Chennai Super Kings
P Negi,2015,Chennai Super Kings
P Negi,2016,Delhi Capitals
P Negi,2017,Royal Challengers Bengaluru
P Negi,2018,Royal Challengers Bengaluru
P Negi,2019,Royal Challengers Bengaluru
P Parameswaran,2011,Kochi Tuskers Kerala
P Parameswaran,2012,Royal Challengers Bengaluru
P Prasanth,2011,Kochi Tuskers Kerala
P Ray Barman,2019,Royal Challengers Bengaluru
P Sahu,2016,Punjab Kings
P Simran Singh,2019,Punjab Kings
P Simran Singh,2020,Punjab Kings
P Simran Singh,2021,Punjab Kings
P Simran Singh,2022,Punjab Kings
P Simran Singh,2023,Punjab Kings
P Simran Singh,2024,Punjab Kings
P Suyal,2013,Mumbai Indians
P Suyal,2014,Mumbai Indians
P Suyal,2015,Mumbai Indians
PA Patel,2008,Chennai Super Kings
PA Patel,2009,Chennai Super Kings
PA Patel,2010,Chennai Super Kings
PA Patel,2011,Kochi Tuskers Kerala
PA Patel,2012,Deccan Chargers
PA Patel,2013,Sunrisers Hyderabad
PA Patel,2014,Royal Challengers Bengaluru
PA Patel,2015,Mumbai Indians
PA Patel,2016,Mumbai Indians
PA Patel,2017,Mumbai Indians
PA Patel,2018,Royal Challengers Bengaluru
PA Patel,2019,Royal Challengers Bengaluru
PA Reddy,2012,Deccan Chargers
PA Reddy,2013,Sunrisers Hyderabad
PBB Rajapaksa,2022,Punjab Kings
PBB Rajapaksa,2023,Punjab Kings
PC Valthaty,2009,Rajasthan Royals
PC Valthaty,2011,Punjab Kings
PC Valthaty,2012,Punjab Kings
PC Valthaty,2013,Punjab Kings
PD Collingwood,2010,Delhi Capitals
PD Salt,2023,Delhi Capitals
PD Salt,2024,Kolkata Knight Riders
PH Solanki,2022,Chennai Super Kings
PJ Cummins,2014,Kolkata Knight Riders
PJ Cummins,2015,Kolkata Knight Riders
PJ Cummins,2017,Delhi Capitals
PJ Cummins,2020,Kolkata Knight Riders
PJ Cummins,2021,Kolkata Knight Riders
PJ Cummins,2022,Kolkata Knight Riders
PJ Cummins,2024,Sunrisers Hyderabad
PJ Sangwan,2008,Delhi Capitals
PJ Sangwan,2009,Delhi Capitals
PJ Sangwan,2010,Delhi Capitals
PJ Sangwan,2012,Kolkata Knight Riders
PJ Sangwan,2013,Kolkata Knight Riders
PJ Sangwan,2016,Gujarat Lions
PJ Sangwan,2017,Gujarat Lions
PJ Sangwan,2018,Mumbai Indians
PJ Sangwan,2022,Gujarat Titans
PK Garg,2020,Sunrisers Hyderabad
PK Garg,2021,Sunrisers Hyderabad
PK Garg,2022,Sunrisers Hyderabad
PK Garg,2023,Delhi Capitals
PM Sarvesh Kumar,2008,Deccan Chargers
PN Mankad,2022,Punjab Kings
PN Mankad,2023,Lucknow Super Giants
PP Chawla,2008,Punjab Kings
PP Chawla,2009,Punjab Kings
PP Chawla,2010,Punjab Kings
PP Chawla,2011,Punjab Kings
PP Chawla,2012,Punjab Kings
PP Chawla,2013,Punjab Kings
PP Chawla,2014,Kolkata Knight Riders
PP Chawla,2015,Kolkata Knight Riders
PP Chawla,2016,Kolkata Knight Riders
PP Chawla,2017,Kolkata Knight Riders
PP Chawla,2018,Kolkata Knight Riders
PP Chawla,2019,Kolkata Knight Riders
PP Chawla,2020,Chennai Super Kings
PP Chawla,2021,Mumbai Indians
PP Chawla,2023,Mumbai Indians
PP Chawla,2024,Mumbai Indians
PP Ojha,2008,Deccan Chargers
PP Ojha,2009,Deccan Chargers
PP Ojha,2010,Deccan Chargers
PP Ojha,2011,Deccan Chargers
PP Ojha,2012,Mumbai Indians
PP Ojha,2013,Mumbai Indians
PP Ojha,2014,Mumbai Indians
PP Ojha,2015,Mumbai Indians
PP Shaw,2018,Delhi Capitals
PP Shaw,2019,Delhi Capitals
PP Shaw,2020,Delhi Capitals
PP Shaw,2021,Delhi Capitals
PP Shaw,2022,Delhi Capitals
PP Shaw,2023,Delhi Capitals
PP Shaw,2024,Delhi Capitals
PR Shah,2008,Mumbai Indians
PR Shah,2009,Mumbai Indians
PR Shah,2011,Rajasthan Royals
PSP Handscomb,2016,Rising Pune Supergiant
PV Tambe,2013,Rajasthan Royals
PV Tambe,2014,Rajasthan Royals
PV Tambe,2015,Rajasthan Royals
PV Tambe,2016,Gujarat Lions
PVD Chameera,2022,Lucknow Super Giants
PVD Chameera,2024,Kolkata Knight Riders
PWH de Silva,2021,Royal Challengers Bengaluru
PWH de Silva,2022,Royal Challengers Bengaluru
PWH de Silva,2023,Royal Challengers Bengaluru
Pankaj Jaswal,2019,Mumbai Indians
Pankaj Jaswal,2026,Mumbai Indians
Pankaj Singh,2008,Rajasthan Royals
Pankaj Singh,2009,Royal Challengers Bengaluru
Pankaj Singh,2010,Royal Challengers Bengaluru
Pankaj Singh,2011,Rajasthan Royals
Pankaj Singh,2012,Rajasthan Royals
Pankaj Singh,2013,Royal Challengers Bengaluru
Pankaj Singh,2026,Royal Challengers Bengaluru
Paras Dogra,2016,Gujarat Lions
Paras Dogra,2026,Gujarat Lions
Pardeep Sahu,2015,Rajasthan Royals
Pardeep Sahu,2016,Punjab Kings
Pardeep Sahu,2018,Punjab Kings
Pardeep Sahu,2026,Punjab Kings
Parthiv Patel,2014,Royal Challengers Bengaluru
Parthiv Patel,2018,Royal Challengers Bengaluru
Parthiv Patel,2026,Royal Challengers Bengaluru
Parveez Rasool,2014,Sunrisers Hyderabad
Parveez Rasool,2026,Sunrisers Hyderabad
Parvez Rasool,2013,Pune Warriors
Parvez Rasool,2014,Sunrisers Hyderabad
Parvez Rasool,2015,Sunrisers Hyderabad
Parvez Rasool,2016,Royal Challengers Bengaluru
Parvinder Awana,2014,Punjab Kings
Parvinder Awana,2026,Punjab Kings
Pat Cummins,2018,Mumbai Indians
Pat Cummins,2020,Kolkata Knight Riders
Pat Cummins,2022,Kolkata Knight Riders
Pat Cummins,2024,Sunrisers Hyderabad
Pat Cummins,2026,Sunrisers Hyderabad
Pathum Nissanka,2026,Delhi Capitals
Patrick Cummins,2014,Kolkata Knight Riders
Patrick Cummins,2017,Delhi Capitals
Patrick Cummins,2026,Delhi Capitals
Pavan Deshpande,2018,Royal Challengers Bengaluru
Pavan Deshpande,2020,Royal Challengers Bengaluru
Pavan Deshpande,2026,Royal Challengers Bengaluru
Pawan Negi,2014,Chennai Super Kings
Pawan Negi,2016,Delhi Capitals
Pawan Negi,2017,Royal Challengers Bengaluru
Pawan Negi,2018,Royal Challengers Bengaluru
Pawan Negi,2021,Kolkata Knight Riders
Pawan Negi,2026,Kolkata Knight Riders
Pawan Suyal,2014,Mumbai Indians
Pawan Suyal,2016,Delhi Capitals
Pawan Suyal,2026,Delhi Capitals
Peter Handscomb,2016,Rising Pune Supergiant
Peter Handscomb,2026,Rising Pune Supergiant
Phil Salt,2023,Delhi Capitals
Phil Salt,2025,Royal Challengers Bengaluru
Phil Salt,2026,Royal Challengers Bengaluru
Philip Hughes,2013,Mumbai Indians
Philip Hughes,2026,Mumbai Indians
Piyush Chawla,2014,Kolkata Knight Riders
Piyush Chawla,2018,Kolkata Knight Riders
Piyush Chawla,2020,Chennai Super Kings
Piyush Chawla,2021,Mumbai Indians
Piyush Chawla,2023,Mumbai Indians
Piyush Chawla,2026,Mumbai Indians
Prabhsimran Singh,2019,Punjab Kings
Prabhsimran Singh,2020,Punjab Kings
Prabhsimran Singh,2022,Punjab Kings
Prabhsimran Singh,2026,Punjab Kings
Pradeep Sangwan,2016,Gujarat Lions
Pradeep Sangwan,2018,Mumbai Indians
Pradeep Sangwan,2022,Gujarat Titans
Pradeep Sangwan,2026,Gujarat Titans
Praful Hinge,2026,Sunrisers Hyderabad
Pragyan Ojha,2014,Mumbai Indians
Pragyan Ojha,2015,Mumbai Indians
Pragyan Ojha,2026,Mumbai Indians
Prasanth Padmanabhan,2015,Sunrisers Hyderabad
